year,month,subscribe,gender,count
2014,7,1,60,M,84993
2014,7,1,60,F,23192
2014,7,1,60,NA,0
2014,7,1,70,M,26402
2014,7,1,70,F,6405
2014,7,1,70,NA,0
2014,7,1,>70,M,2695
2014,7,1,>70,F,320
2014,7,1,>70,NA,0
2014,7,1,NA,M,165
2014,7,1,NA,F,8
2014,7,1,NA,NA,0
2014,8,0,10,M,0
2014,8,0,10,F,0
2014,8,0,10,NA,0
2014,8,0,20,M,0
2014,8,0,20,F,0
2014,8,0,20,NA,0
2014,8,0,30,M,0
2014,8,0,30,F,0
2014,8,0,30,NA,0
2014,8,0,40,M,0
2014,8,0,40,F,0
2014,8,0,40,NA,0
2014,8,0,50,M,0
2014,8,0,50,F,0
2014,8,0,50,NA,0
2014,8,0,60,M,0
2014,8,0,60,F,0
2014,8,0,60,NA,0
2014,8,0,70,M,0
2014,8,0,70,F,0
2014,8,0,70,NA,0
2014,8,0,>70,M,0
2014,8,0,>70,F,0
2014,8,0,>70,NA,0
2014,8,0,NA,M,0
2014,8,0,NA,F,0
2014,8,0,NA,NA,135874
2014,8,1,10,M,0
2014,8,1,10,F,0
2014,8,1,10,NA,0
2014,8,1,20,M,4245
2014,8,1,20,F,1148
2014,8,1,20,NA,248
2014,8,1,30,M,164047
2014,8,1,30,F,63360
2014,8,1,30,NA,1
2014,8,1,40,M,222137
2014,8,1,40,F,70872
2014,8,1,40,NA,0
2014,8,1,50,M,132912
2014,8,1,50,F,33607
2014,8,1,50,NA,0
2014,8,1,60,M,79328
2014,8,1,60,F,21764
2014,8,1,60,NA,0
2014,8,1,70,M,24881
2014,8,1,70,F,5669
2014,8,1,70,NA,0
2014,8,1,>70,M,2951
2014,8,1,>70,F,283
2014,8,1,>70,NA,0
2014,8,1,NA,M,155
2014,8,1,NA,F,7
2014,8,1,NA,NA,0
2014,9,0,10,M,0
2014,9,0,10,F,0
2014,9,0,10,NA,0
2014,9,0,20,M,0
2014,9,0,20,F,0
2014,9,0,20,NA,0
2014,9,0,30,M,0
2014,9,0,30,F,0
2014,9,0,30,NA,0
2014,9,0,40,M,0
2014,9,0,40,F,0
2014,9,0,40,NA,0
2014,9,0,50,M,0
2014,9,0,50,F,0
2014,9,0,50,NA,0
2014,9,0,60,M,0
2014,9,0,60,F,0
2014,9,0,60,NA,0
2014,9,0,70,M,0
2014,9,0,70,F,0
2014,9,0,70,NA,0
2014,9,0,>70,M,0
2014,9,0,>70,F,0
2014,9,0,>70,NA,0
2014,9,0,NA,M,0
2014,9,0,NA,F,0
2014,9,0,NA,NA,99315
2014,9,1,10,M,0
2014,9,1,10,F,0
2014,9,1,10,NA,0
2014,9,1,20,M,6925
2014,9,1,20,F,1602
2014,9,1,20,NA,208
2014,9,1,30,M,172123
2014,9,1,30,F,66528
2014,9,1,30,NA,21
2014,9,1,40,M,215832
2014,9,1,40,F,67203
2014,9,1,40,NA,0
2014,9,1,50,M,142410
2014,9,1,50,F,36645
2014,9,1,50,NA,0
2014,9,1,60,M,84839
2014,9,1,60,F,24536
2014,9,1,60,NA,0
2014,9,1,70,M,25982
2014,9,1,70,F,5947
2014,9,1,70,NA,0
2014,9,1,>70,M,3277
2014,9,1,>70,F,388
2014,9,1,>70,NA,0
2014,9,1,NA,M,99
2014,9,1,NA,F,7
2014,9,1,NA,NA,0
2014,10,0,10,M,0
2014,10,0,10,F,0
2014,10,0,10,NA,0
2014,10,0,20,M,0
2014,10,0,20,F,0
2014,10,0,20,NA,0
2014,10,0,30,M,0
2014,10,0,30,F,0
2014,10,0,30,NA,0
2014,10,0,40,M,0
2014,10,0,40,F,0
2014,10,0,40,NA,0
2014,10,0,50,M,0
2014,10,0,50,F,0
2014,10,0,50,NA,0
2014,10,0,60,M,0
2014,10,0,60,F,0
2014,10,0,60,NA,0
2014,10,0,70,M,0
2014,10,0,70,F,0
2014,10,0,70,NA,0
2014,10,0,>70,M,0
2014,10,0,>70,F,0
2014,10,0,>70,NA,0
2014,10,0,NA,M,0
2014,10,0,NA,F,0
2014,10,0,NA,NA,69083
2014,10,1,10,M,0
2014,10,1,10,F,0
2014,10,1,10,NA,0
2014,10,1,20,M,6795
2014,10,1,20,F,1651
2014,10,1,20,NA,197
2014,10,1,30,M,154917
2014,10,1,30,F,57008
2014,10,1,30,NA,83
2014,10,1,40,M,192142
2014,10,1,40,F,54255
2014,10,1,40,NA,0
2014,10,1,50,M,129287
2014,10,1,50,F,31752
2014,10,1,50,NA,0
2014,10,1,60,M,76967
2014,10,1,60,F,21792
2014,10,1,60,NA,0
2014,10,1,70,M,24079
2014,10,1,70,F,5262
2014,10,1,70,NA,0
2014,10,1,>70,M,2976
2014,10,1,>70,F,390
2014,10,1,>70,NA,0
2014,10,1,NA,M,74
2014,10,1,NA,F,1
2014,10,1,NA,NA,0
2014,11,0,10,M,0
2014,11,0,10,F,0
2014,11,0,10,NA,0
2014,11,0,20,M,0
2014,11,0,20,F,0
2014,11,0,20,NA,0
2014,11,0,30,M,0
2014,11,0,30,F,0
2014,11,0,30,NA,0
2014,11,0,40,M,0
2014,11,0,40,F,0
2014,11,0,40,NA,0
2014,11,0,50,M,0
2014,11,0,50,F,0
2014,11,0,50,NA,0
2014,11,0,60,M,0
2014,11,0,60,F,0
2014,11,0,60,NA,0
2014,11,0,70,M,0
2014,11,0,70,F,0
2014,11,0,70,NA,0
2014,11,0,>70,M,0
2014,11,0,>70,F,0
2014,11,0,>70,NA,0
2014,11,0,NA,M,0
2014,11,0,NA,F,0
2014,11,0,NA,NA,28008
2014,11,1,10,M,0
2014,11,1,10,F,0
2014,11,1,10,NA,0
2014,11,1,20,M,5341
2014,11,1,20,F,1164
2014,11,1,20,NA,96
2014,11,1,30,M,100443
2014,11,1,30,F,34465
2014,11,1,30,NA,71
2014,11,1,40,M,124054
2014,11,1,40,F,33726
2014,11,1,40,NA,0
2014,11,1,50,M,87418
2014,11,1,50,F,20957
2014,11,1,50,NA,0
2014,11,1,60,M,54938
2014,11,1,60,F,15156
2014,11,1,60,NA,0
2014,11,1,70,M,17409
2014,11,1,70,F,3557
2014,11,1,70,NA,0
2014,11,1,>70,M,2075
2014,11,1,>70,F,254
2014,11,1,>70,NA,0
2014,11,1,NA,M,50
2014,11,1,NA,F,6
2014,11,1,NA,NA,0
2014,12,0,10,M,0
2014,12,0,10,F,0
2014,12,0,10,NA,0
2014,12,0,20,M,0
2014,12,0,20,F,0
2014,12,0,20,NA,0
2014,12,0,30,M,0
2014,12,0,30,F,0
2014,12,0,30,NA,0
2014,12,0,40,M,0
2014,12,0,40,F,0
2014,12,0,40,NA,0
2014,12,0,50,M,0
2014,12,0,50,F,0
2014,12,0,50,NA,0
2014,12,0,60,M,0
2014,12,0,60,F,0
2014,12,0,60,NA,0
2014,12,0,70,M,0
2014,12,0,70,F,0
2014,12,0,70,NA,0
2014,12,0,>70,M,0
2014,12,0,>70,F,0
2014,12,0,>70,NA,0
2014,12,0,NA,M,0
2014,12,0,NA,F,0
2014,12,0,NA,NA,16495
2014,12,1,10,M,0
2014,12,1,10,F,0
2014,12,1,10,NA,0
2014,12,1,20,M,3522
2014,12,1,20,F,866
2014,12,1,20,NA,55
2014,12,1,30,M,70883
2014,12,1,30,F,21605
2014,12,1,30,NA,3
2014,12,1,40,M,95314
2014,12,1,40,F,23369
2014,12,1,40,NA,0
2014,12,1,50,M,72418
2014,12,1,50,F,15716
2014,12,1,50,NA,0
2014,12,1,60,M,47178
2014,12,1,60,F,11760
2014,12,1,60,NA,0
2014,12,1,70,M,14860
2014,12,1,70,F,2831
2014,12,1,70,NA,0
2014,12,1,>70,M,1944
2014,12,1,>70,F,230
2014,12,1,>70,NA,0
2014,12,1,NA,M,20
2014,12,1,NA,F,0
2014,12,1,NA,NA,0
2015,1,0,10,M,0
2015,1,0,10,F,0
2015,1,0,10,NA,0
2015,1,0,20,M,0
2015,1,0,20,F,0
2015,1,0,20,NA,0
2015,1,0,30,M,0
2015,1,0,30,F,0
2015,1,0,30,NA,0
2015,1,0,40,M,0
2015,1,0,40,F,0
2015,1,0,40,NA,0
2015,1,0,50,M,0
2015,1,0,50,F,0
2015,1,0,50,NA,0
2015,1,0,60,M,0
2015,1,0,60,F,0
2015,1,0,60,NA,0
2015,1,0,70,M,0
2015,1,0,70,F,0
2015,1,0,70,NA,0
2015,1,0,>70,M,0
2015,1,0,>70,F,0
2015,1,0,>70,NA,0
2015,1,0,NA,M,0
2015,1,0,NA,F,0
2015,1,0,NA,NA,5628
2015,1,1,10,M,0
2015,1,1,10,F,0
2015,1,1,10,NA,0
2015,1,1,20,M,1101
2015,1,1,20,F,335
2015,1,1,20,NA,48
2015,1,1,30,M,43793
2015,1,1,30,F,12456
2015,1,1,30,NA,19
2015,1,1,40,M,73507
2015,1,1,40,F,17672
2015,1,1,40,NA,0
2015,1,1,50,M,57410
2015,1,1,50,F,10534
2015,1,1,50,NA,0
2015,1,1,60,M,37893
2015,1,1,60,F,8603
2015,1,1,60,NA,0
2015,1,1,70,M,12474
2015,1,1,70,F,2325
2015,1,1,70,NA,0
2015,1,1,>70,M,1580
2015,1,1,>70,F,167
2015,1,1,>70,NA,0
2015,1,1,NA,M,6
2015,1,1,NA,F,1
2015,1,1,NA,NA,0
2015,2,0,10,M,0
2015,2,0,10,F,0
2015,2,0,10,NA,0
2015,2,0,20,M,0
2015,2,0,20,F,0
2015,2,0,20,NA,0
2015,2,0,30,M,0
2015,2,0,30,F,0
2015,2,0,30,NA,0
2015,2,0,40,M,0
2015,2,0,40,F,0
2015,2,0,40,NA,0
2015,2,0,50,M,0
2015,2,0,50,F,0
2015,2,0,50,NA,0
2015,2,0,60,M,0
2015,2,0,60,F,0
2015,2,0,60,NA,0
2015,2,0,70,M,0
2015,2,0,70,F,0
2015,2,0,70,NA,0
2015,2,0,>70,M,0
2015,2,0,>70,F,0
2015,2,0,>70,NA,0
2015,2,0,NA,M,0
2015,2,0,NA,F,0
2015,2,0,NA,NA,2265
2015,2,1,10,M,0
2015,2,1,10,F,0
2015,2,1,10,NA,0
2015,2,1,20,M,970
2015,2,1,20,F,230
2015,2,1,20,NA,13
2015,2,1,30,M,33895
2015,2,1,30,F,8336
2015,2,1,30,NA,25
2015,2,1,40,M,50995
2015,2,1,40,F,10946
2015,2,1,40,NA,0
2015,2,1,50,M,39579
2015,2,1,50,F,6520
2015,2,1,50,NA,0
2015,2,1,60,M,26444
2015,2,1,60,F,5409
2015,2,1,60,NA,0
2015,2,1,70,M,8533
2015,2,1,70,F,1524
2015,2,1,70,NA,0
2015,2,1,>70,M,1144
2015,2,1,>70,F,98
2015,2,1,>70,NA,0
2015,2,1,NA,M,3
2015,2,1,NA,F,1
2015,2,1,NA,NA,0
2015,3,0,10,M,0
2015,3,0,10,F,0
2015,3,0,10,NA,0
2015,3,0,20,M,0
2015,3,0,20,F,0
2015,3,0,20,NA,0
2015,3,0,30,M,0
2015,3,0,30,F,0
2015,3,0,30,NA,0
2015,3,0,40,M,0
2015,3,0,40,F,0
2015,3,0,40,NA,0
2015,3,0,50,M,0
2015,3,0,50,F,0
2015,3,0,50,NA,0
2015,3,0,60,M,0
2015,3,0,60,F,0
2015,3,0,60,NA,0
2015,3,0,70,M,0
2015,3,0,70,F,0
2015,3,0,70,NA,0
2015,3,0,>70,M,0
2015,3,0,>70,F,0
2015,3,0,>70,NA,0
2015,3,0,NA,M,0
2015,3,0,NA,F,0
2015,3,0,NA,NA,12851
2015,3,1,10,M,0
2015,3,1,10,F,0
2015,3,1,10,NA,0
2015,3,1,20,M,1548
2015,3,1,20,F,456
2015,3,1,20,NA,52
2015,3,1,30,M,55794
2015,3,1,30,F,16107
2015,3,1,30,NA,32
2015,3,1,40,M,83562
2015,3,1,40,F,20691
2015,3,1,40,NA,0
2015,3,1,50,M,65607
2015,3,1,50,F,12800
2015,3,1,50,NA,0
2015,3,1,60,M,42700
2015,3,1,60,F,9887
2015,3,1,60,NA,0
2015,3,1,70,M,14719
2015,3,1,70,F,2881
2015,3,1,70,NA,0
2015,3,1,>70,M,1903
2015,3,1,>70,F,218
2015,3,1,>70,NA,0
2015,3,1,NA,M,16
2015,3,1,NA,F,2
2015,3,1,NA,NA,0
2015,4,0,10,M,0
2015,4,0,10,F,0
2015,4,0,10,NA,0
2015,4,0,20,M,0
2015,4,0,20,F,0
2015,4,0,20,NA,0
2015,4,0,30,M,0
2015,4,0,30,F,0
2015,4,0,30,NA,0
2015,4,0,40,M,0
2015,4,0,40,F,0
2015,4,0,40,NA,0
2015,4,0,50,M,0
2015,4,0,50,F,0
2015,4,0,50,NA,0
2015,4,0,60,M,0
2015,4,0,60,F,0
2015,4,0,60,NA,0
2015,4,0,70,M,0
2015,4,0,70,F,0
2015,4,0,70,NA,0
2015,4,0,>70,M,0
2015,4,0,>70,F,0
2015,4,0,>70,NA,0
2015,4,0,NA,M,0
2015,4,0,NA,F,0
2015,4,0,NA,NA,66213
2015,4,1,10,M,0
2015,4,1,10,F,0
2015,4,1,10,NA,0
2015,4,1,20,M,2432
2015,4,1,20,F,761
2015,4,1,20,NA,61
2015,4,1,30,M,103181
2015,4,1,30,F,35172
2015,4,1,30,NA,32
2015,4,1,40,M,151370
2015,4,1,40,F,44883
2015,4,1,40,NA,16
2015,4,1,50,M,105384
2015,4,1,50,F,23576
2015,4,1,50,NA,0
2015,4,1,60,M,68507
2015,4,1,60,F,18592
2015,4,1,60,NA,12
2015,4,1,70,M,23624
2015,4,1,70,F,5120
2015,4,1,70,NA,0
2015,4,1,>70,M,3030
2015,4,1,>70,F,310
2015,4,1,>70,NA,38
2015,4,1,NA,M,57
2015,4,1,NA,F,18
2015,4,1,NA,NA,1
2015,5,0,10,M,0
2015,5,0,10,F,0
2015,5,0,10,NA,0
2015,5,0,20,M,0
2015,5,0,20,F,0
2015,5,0,20,NA,0
2015,5,0,30,M,0
2015,5,0,30,F,0
2015,5,0,30,NA,0
2015,5,0,40,M,0
2015,5,0,40,F,0
2015,5,0,40,NA,0
2015,5,0,50,M,0
2015,5,0,50,F,0
2015,5,0,50,NA,0
2015,5,0,60,M,0
2015,5,0,60,F,0
2015,5,0,60,NA,0
2015,5,0,70,M,0
2015,5,0,70,F,0
2015,5,0,70,NA,0
2015,5,0,>70,M,0
2015,5,0,>70,F,0
2015,5,0,>70,NA,0
2015,5,0,NA,M,0
2015,5,0,NA,F,0
2015,5,0,NA,NA,167544
2015,5,1,10,M,0
2015,5,1,10,F,0
2015,5,1,10,NA,0
2015,5,1,20,M,3214
2015,5,1,20,F,1000
2015,5,1,20,NA,18
2015,5,1,30,M,136779
2015,5,1,30,F,52166
2015,5,1,30,NA,108
2015,5,1,40,M,205217
2015,5,1,40,F,65598
2015,5,1,40,NA,110
2015,5,1,50,M,140128
2015,5,1,50,F,34124
2015,5,1,50,NA,19
2015,5,1,60,M,89124
2015,5,1,60,F,26159
2015,5,1,60,NA,30
2015,5,1,70,M,29861
2015,5,1,70,F,6551
2015,5,1,70,NA,5
2015,5,1,>70,M,3572
2015,5,1,>70,F,482
2015,5,1,>70,NA,32
2015,5,1,NA,M,112
2015,5,1,NA,F,33
2015,5,1,NA,NA,0
2015,6,0,10,M,0
2015,6,0,10,F,0
2015,6,0,10,NA,0
2015,6,0,20,M,0
2015,6,0,20,F,0
2015,6,0,20,NA,0
2015,6,0,30,M,0
2015,6,0,30,F,0
2015,6,0,30,NA,0
2015,6,0,40,M,0
2015,6,0,40,F,0
2015,6,0,40,NA,0
2015,6,0,50,M,0
2015,6,0,50,F,0
2015,6,0,50,NA,0
2015,6,0,60,M,0
2015,6,0,60,F,0
2015,6,0,60,NA,0
2015,6,0,70,M,0
2015,6,0,70,F,0
2015,6,0,70,NA,0
2015,6,0,>70,M,0
2015,6,0,>70,F,0
2015,6,0,>70,NA,0
2015,6,0,NA,M,0
2015,6,0,NA,F,0
2015,6,0,NA,NA,130381
2015,6,1,10,M,0
2015,6,1,10,F,0
2015,6,1,10,NA,0
2015,6,1,20,M,3294
2015,6,1,20,F,1038
2015,6,1,20,NA,61
2015,6,1,30,M,140259
2015,6,1,30,F,53539
2015,6,1,30,NA,93
2015,6,1,40,M,209970
2015,6,1,40,F,65279
2015,6,1,40,NA,262
2015,6,1,50,M,143469
2015,6,1,50,F,34298
2015,6,1,50,NA,33
2015,6,1,60,M,90215
2015,6,1,60,F,27168
2015,6,1,60,NA,57
2015,6,1,70,M,30799
2015,6,1,70,F,6796
2015,6,1,70,NA,38
2015,6,1,>70,M,3475
2015,6,1,>70,F,519
2015,6,1,>70,NA,48
2015,6,1,NA,M,110
2015,6,1,NA,F,18
2015,6,1,NA,NA,0
2015,7,0,10,M,0
2015,7,0,10,F,0
2015,7,0,10,NA,0
2015,7,0,20,M,0
2015,7,0,20,F,0
2015,7,0,20,NA,0
2015,7,0,30,M,0
2015,7,0,30,F,0
2015,7,0,30,NA,0
2015,7,0,40,M,0
2015,7,0,40,F,0
2015,7,0,40,NA,0
2015,7,0,50,M,0
2015,7,0,50,F,0
2015,7,0,50,NA,0
2015,7,0,60,M,0
2015,7,0,60,F,0
2015,7,0,60,NA,0
2015,7,0,70,M,0
2015,7,0,70,F,0
2015,7,0,70,NA,0
2015,7,0,>70,M,0
2015,7,0,>70,F,0
2015,7,0,>70,NA,0
2015,7,0,NA,M,0
2015,7,0,NA,F,0
2015,7,0,NA,NA,180362
2015,7,1,10,M,0
2015,7,1,10,F,0
2015,7,1,10,NA,0
2015,7,1,20,M,3578
2015,7,1,20,F,1193
2015,7,1,20,NA,61
2015,7,1,30,M,162369
2015,7,1,30,F,65073
2015,7,1,30,NA,120
2015,7,1,40,M,235958
2015,7,1,40,F,76122
2015,7,1,40,NA,460
2015,7,1,50,M,153128
2015,7,1,50,F,37600
2015,7,1,50,NA,122
2015,7,1,60,M,95344
2015,7,1,60,F,28955
2015,7,1,60,NA,148
2015,7,1,70,M,32987
2015,7,1,70,F,7484
2015,7,1,70,NA,45
2015,7,1,>70,M,3765
2015,7,1,>70,F,562
2015,7,1,>70,NA,92
2015,7,1,NA,M,126
2015,7,1,NA,F,22
2015,7,1,NA,NA,0
2015,8,0,10,M,0
2015,8,0,10,F,0
2015,8,0,10,NA,0
2015,8,0,20,M,0
2015,8,0,20,F,0
2015,8,0,20,NA,0
2015,8,0,30,M,0
2015,8,0,30,F,0
2015,8,0,30,NA,0
2015,8,0,40,M,0
2015,8,0,40,F,0
2015,8,0,40,NA,0
2015,8,0,50,M,0
2015,8,0,50,F,0
2015,8,0,50,NA,0
2015,8,0,60,M,0
2015,8,0,60,F,0
2015,8,0,60,NA,0
2015,8,0,70,M,0
2015,8,0,70,F,0
2015,8,0,70,NA,0
2015,8,0,>70,M,0
2015,8,0,>70,F,0
2015,8,0,>70,NA,0
2015,8,0,NA,M,0
2015,8,0,NA,F,0
2015,8,0,NA,NA,220996
2015,8,1,10,M,0
2015,8,1,10,F,0
2015,8,1,10,NA,0
2015,8,1,20,M,3781
2015,8,1,20,F,1447
2015,8,1,20,NA,34
2015,8,1,30,M,179808
2015,8,1,30,F,74732
2015,8,1,30,NA,229
2015,8,1,40,M,251218
2015,8,1,40,F,83771
2015,8,1,40,NA,551
2015,8,1,50,M,153902
2015,8,1,50,F,39325
2015,8,1,50,NA,211
2015,8,1,60,M,96096
2015,8,1,60,F,28266
2015,8,1,60,NA,154
2015,8,1,70,M,32404
2015,8,1,70,F,7631
2015,8,1,70,NA,54
2015,8,1,>70,M,3387
2015,8,1,>70,F,795
2015,8,1,>70,NA,97
2015,8,1,NA,M,131
2015,8,1,NA,F,24
2015,8,1,NA,NA,0
2015,9,0,10,M,0
2015,9,0,10,F,0
2015,9,0,10,NA,0
2015,9,0,20,M,0
2015,9,0,20,F,0
2015,9,0,20,NA,0
2015,9,0,30,M,0
2015,9,0,30,F,0
2015,9,0,30,NA,0
2015,9,0,40,M,0
2015,9,0,40,F,0
2015,9,0,40,NA,0
2015,9,0,50,M,0
2015,9,0,50,F,0
2015,9,0,50,NA,0
2015,9,0,60,M,0
2015,9,0,60,F,0
2015,9,0,60,NA,0
2015,9,0,70,M,0
2015,9,0,70,F,0
2015,9,0,70,NA,0
2015,9,0,>70,M,0
2015,9,0,>70,F,0
2015,9,0,>70,NA,0
2015,9,0,NA,M,0
2015,9,0,NA,F,0
2015,9,0,NA,NA,210107
2015,9,1,10,M,0
2015,9,1,10,F,0
2015,9,1,10,NA,0
2015,9,1,20,M,8260
2015,9,1,20,F,2445
2015,9,1,20,NA,43
2015,9,1,30,M,205968
2015,9,1,30,F,89189
2015,9,1,30,NA,390
2015,9,1,40,M,270335
2015,9,1,40,F,90037
2015,9,1,40,NA,588
2015,9,1,50,M,175585
2015,9,1,50,F,45866
2015,9,1,50,NA,299
2015,9,1,60,M,108450
2015,9,1,60,F,32681
2015,9,1,60,NA,179
2015,9,1,70,M,35743
2015,9,1,70,F,8349
2015,9,1,70,NA,45
2015,9,1,>70,M,4078
2015,9,1,>70,F,802
2015,9,1,>70,NA,90
2015,9,1,NA,M,139
2015,9,1,NA,F,31
2015,9,1,NA,NA,0
2015,10,0,10,M,0
2015,10,0,10,F,0
2015,10,0,10,NA,0
2015,10,0,20,M,0
2015,10,0,20,F,0
2015,10,0,20,NA,0
2015,10,0,30,M,0
2015,10,0,30,F,0
2015,10,0,30,NA,0
2015,10,0,40,M,0
2015,10,0,40,F,0
2015,10,0,40,NA,0
2015,10,0,50,M,0
2015,10,0,50,F,0
2015,10,0,50,NA,0
2015,10,0,60,M,0
2015,10,0,60,F,0
2015,10,0,60,NA,0
2015,10,0,70,M,0
2015,10,0,70,F,0
2015,10,0,70,NA,0
2015,10,0,>70,M,0
2015,10,0,>70,F,0
2015,10,0,>70,NA,0
2015,10,0,NA,M,0
2015,10,0,NA,F,0
2015,10,0,NA,NA,146511
2015,10,1,10,M,0
2015,10,1,10,F,0
2015,10,1,10,NA,0
2015,10,1,20,M,9275
2015,10,1,20,F,2426
2015,10,1,20,NA,37
2015,10,1,30,M,200246
2015,10,1,30,F,80786
2015,10,1,30,NA,384
2015,10,1,40,M,264042
2015,10,1,40,F,85107
2015,10,1,40,NA,740
2015,10,1,50,M,181280
2015,10,1,50,F,45429
2015,10,1,50,NA,409
2015,10,1,60,M,112226
2015,10,1,60,F,33795
2015,10,1,60,NA,164
2015,10,1,70,M,35758
2015,10,1,70,F,8279
2015,10,1,70,NA,63
2015,10,1,>70,M,4141
2015,10,1,>70,F,958
2015,10,1,>70,NA,80
2015,10,1,NA,M,129
2015,10,1,NA,F,12
2015,10,1,NA,NA,0
2015,11,0,10,M,0
2015,11,0,10,F,0
2015,11,0,10,NA,0
2015,11,0,20,M,0
2015,11,0,20,F,0
2015,11,0,20,NA,0
2015,11,0,30,M,0
2015,11,0,30,F,0
2015,11,0,30,NA,0
2015,11,0,40,M,0
2015,11,0,40,F,0
2015,11,0,40,NA,0
2015,11,0,50,M,0
2015,11,0,50,F,0
2015,11,0,50,NA,0
2015,11,0,60,M,0
2015,11,0,60,F,0
2015,11,0,60,NA,0
2015,11,0,70,M,0
2015,11,0,70,F,0
2015,11,0,70,NA,0
2015,11,0,>70,M,0
2015,11,0,>70,F,0
2015,11,0,>70,NA,0
2015,11,0,NA,M,0
2015,11,0,NA,F,0
2015,11,0,NA,NA,100596
2015,11,1,10,M,0
2015,11,1,10,F,0
2015,11,1,10,NA,0
2015,11,1,20,M,7830
2015,11,1,20,F,2050
2015,11,1,20,NA,18
2015,11,1,30,M,163889
2015,11,1,30,F,64758
2015,11,1,30,NA,328
2015,11,1,40,M,217949
2015,11,1,40,F,68561
2015,11,1,40,NA,826
2015,11,1,50,M,152682
2015,11,1,50,F,37795
2015,11,1,50,NA,467
2015,11,1,60,M,96708
2015,11,1,60,F,29263
2015,11,1,60,NA,189
2015,11,1,70,M,31873
2015,11,1,70,F,6898
2015,11,1,70,NA,56
2015,11,1,>70,M,3658
2015,11,1,>70,F,666
2015,11,1,>70,NA,62
2015,11,1,NA,M,113
2015,11,1,NA,F,10
2015,11,1,NA,NA,0
2015,12,0,10,M,0
2015,12,0,10,F,0
2015,12,0,10,NA,0
2015,12,0,20,M,0
2015,12,0,20,F,0
2015,12,0,20,NA,0
2015,12,0,30,M,0
2015,12,0,30,F,0
2015,12,0,30,NA,0
2015,12,0,40,M,0
2015,12,0,40,F,0
2015,12,0,40,NA,0
2015,12,0,50,M,0
2015,12,0,50,F,0
2015,12,0,50,NA,0
2015,12,0,60,M,0
2015,12,0,60,F,0
2015,12,0,60,NA,0
2015,12,0,70,M,0
2015,12,0,70,F,0
2015,12,0,70,NA,0
2015,12,0,>70,M,0
2015,12,0,>70,F,0
2015,12,0,>70,NA,0
2015,12,0,NA,M,0
2015,12,0,NA,F,0
2015,12,0,NA,NA,67877
2015,12,1,10,M,0
2015,12,1,10,F,0
2015,12,1,10,NA,0
2015,12,1,20,M,6073
2015,12,1,20,F,1723
2015,12,1,20,NA,11
2015,12,1,30,M,133630
2015,12,1,30,F,48143
2015,12,1,30,NA,176
2015,12,1,40,M,182329
2015,12,1,40,F,53397
2015,12,1,40,NA,696
2015,12,1,50,M,128788
2015,12,1,50,F,30820
2015,12,1,50,NA,455
2015,12,1,60,M,85190
2015,12,1,60,F,25192
2015,12,1,60,NA,158
2015,12,1,70,M,28935
2015,12,1,70,F,6336
2015,12,1,70,NA,50
2015,12,1,>70,M,3237
2015,12,1,>70,F,751
2015,12,1,>70,NA,103
2015,12,1,NA,M,49
2015,12,1,NA,F,6
2015,12,1,NA,NA,0
2016,1,0,10,M,0
2016,1,0,10,F,0
2016,1,0,10,NA,0
2016,1,0,20,M,0
2016,1,0,20,F,0
2016,1,0,20,NA,0
2016,1,0,30,M,0
2016,1,0,30,F,0
2016,1,0,30,NA,0
2016,1,0,40,M,0
2016,1,0,40,F,0
2016,1,0,40,NA,0
2016,1,0,50,M,0
2016,1,0,50,F,0
2016,1,0,50,NA,0
2016,1,0,60,M,0
2016,1,0,60,F,0
2016,1,0,60,NA,0
2016,1,0,70,M,0
2016,1,0,70,F,0
2016,1,0,70,NA,0
2016,1,0,>70,M,0
2016,1,0,>70,F,0
2016,1,0,>70,NA,0
2016,1,0,NA,M,0
2016,1,0,NA,F,0
2016,1,0,NA,NA,24543
2016,1,1,10,M,0
2016,1,1,10,F,0
2016,1,1,10,NA,0
2016,1,1,20,M,1992
2016,1,1,20,F,609
2016,1,1,20,NA,0
2016,1,1,30,M,72560
2016,1,1,30,F,25268
2016,1,1,30,NA,97
2016,1,1,40,M,126044
2016,1,1,40,F,36532
2016,1,1,40,NA,515
2016,1,1,50,M,92291
2016,1,1,50,F,20313
2016,1,1,50,NA,352
2016,1,1,60,M,61208
2016,1,1,60,F,16776
2016,1,1,60,NA,125
2016,1,1,70,M,22811
2016,1,1,70,F,4417
2016,1,1,70,NA,16
2016,1,1,>70,M,2378
2016,1,1,>70,F,540
2016,1,1,>70,NA,59
2016,1,1,NA,M,30
2016,1,1,NA,F,2
2016,1,1,NA,NA,0
2016,2,0,10,M,0
2016,2,0,10,F,0
2016,2,0,10,NA,0
2016,2,0,20,M,0
2016,2,0,20,F,0
2016,2,0,20,NA,0
2016,2,0,30,M,0
2016,2,0,30,F,0
2016,2,0,30,NA,0
2016,2,0,40,M,0
2016,2,0,40,F,0
2016,2,0,40,NA,0
2016,2,0,50,M,0
2016,2,0,50,F,0
2016,2,0,50,NA,0
2016,2,0,60,M,0
2016,2,0,60,F,0
2016,2,0,60,NA,0
2016,2,0,70,M,0
2016,2,0,70,F,0
2016,2,0,70,NA,0
2016,2,0,>70,M,0
2016,2,0,>70,F,0
2016,2,0,>70,NA,0
2016,2,0,NA,M,0
2016,2,0,NA,F,0
2016,2,0,NA,NA,29825
2016,2,1,10,M,0
2016,2,1,10,F,0
