year,month,subscribe,gender,count
2016,2,1,10,NA,0
2016,2,1,20,M,2619
2016,2,1,20,F,509
2016,2,1,20,NA,0
2016,2,1,30,M,87374
2016,2,1,30,F,29729
2016,2,1,30,NA,170
2016,2,1,40,M,136831
2016,2,1,40,F,38104
2016,2,1,40,NA,539
2016,2,1,50,M,97651
2016,2,1,50,F,21280
2016,2,1,50,NA,336
2016,2,1,60,M,65742
2016,2,1,60,F,17284
2016,2,1,60,NA,97
2016,2,1,70,M,24339
2016,2,1,70,F,5088
2016,2,1,70,NA,19
2016,2,1,>70,M,2634
2016,2,1,>70,F,592
2016,2,1,>70,NA,85
2016,2,1,NA,M,26
2016,2,1,NA,F,1
2016,2,1,NA,NA,0
2016,3,0,10,M,0
2016,3,0,10,F,0
2016,3,0,10,NA,0
2016,3,0,20,M,0
2016,3,0,20,F,0
2016,3,0,20,NA,0
2016,3,0,30,M,0
2016,3,0,30,F,0
2016,3,0,30,NA,0
2016,3,0,40,M,0
2016,3,0,40,F,0
2016,3,0,40,NA,0
2016,3,0,50,M,0
2016,3,0,50,F,0
2016,3,0,50,NA,0
2016,3,0,60,M,0
2016,3,0,60,F,0
2016,3,0,60,NA,0
2016,3,0,70,M,0
2016,3,0,70,F,0
2016,3,0,70,NA,0
2016,3,0,>70,M,0
2016,3,0,>70,F,0
2016,3,0,>70,NA,0
2016,3,0,NA,M,0
2016,3,0,NA,F,0
2016,3,0,NA,NA,93238
2016,3,1,10,M,0
2016,3,1,10,F,0
2016,3,1,10,NA,0
2016,3,1,20,M,4046
2016,3,1,20,F,847
2016,3,1,20,NA,27
2016,3,1,30,M,139320
2016,3,1,30,F,53407
2016,3,1,30,NA,248
2016,3,1,40,M,208342
2016,3,1,40,F,64067
2016,3,1,40,NA,759
2016,3,1,50,M,145976
2016,3,1,50,F,34978
2016,3,1,50,NA,534
2016,3,1,60,M,96487
2016,3,1,60,F,27829
2016,3,1,60,NA,221
2016,3,1,70,M,35829
2016,3,1,70,F,8473
2016,3,1,70,NA,37
2016,3,1,>70,M,4144
2016,3,1,>70,F,941
2016,3,1,>70,NA,87
2016,3,1,NA,M,75
2016,3,1,NA,F,9
2016,3,1,NA,NA,0
2016,4,0,10,M,0
2016,4,0,10,F,0
2016,4,0,10,NA,0
2016,4,0,20,M,0
2016,4,0,20,F,0
2016,4,0,20,NA,0
2016,4,0,30,M,0
2016,4,0,30,F,0
2016,4,0,30,NA,0
2016,4,0,40,M,0
2016,4,0,40,F,0
2016,4,0,40,NA,0
2016,4,0,50,M,0
2016,4,0,50,F,0
2016,4,0,50,NA,0
2016,4,0,60,M,0
2016,4,0,60,F,0
2016,4,0,60,NA,0
2016,4,0,70,M,0
2016,4,0,70,F,0
2016,4,0,70,NA,0
2016,4,0,>70,M,0
2016,4,0,>70,F,0
2016,4,0,>70,NA,0
2016,4,0,NA,M,0
2016,4,0,NA,F,0
2016,4,0,NA,NA,130465
2016,4,1,10,M,0
2016,4,1,10,F,0
2016,4,1,10,NA,0
2016,4,1,20,M,4358
2016,4,1,20,F,948
2016,4,1,20,NA,3
2016,4,1,30,M,157787
2016,4,1,30,F,60183
2016,4,1,30,NA,244
2016,4,1,40,M,224891
2016,4,1,40,F,70696
2016,4,1,40,NA,753
2016,4,1,50,M,149061
2016,4,1,50,F,36619
2016,4,1,50,NA,600
2016,4,1,60,M,98577
2016,4,1,60,F,28167
2016,4,1,60,NA,229
2016,4,1,70,M,35185
2016,4,1,70,F,8887
2016,4,1,70,NA,89
2016,4,1,>70,M,4150
2016,4,1,>70,F,1003
2016,4,1,>70,NA,124
2016,4,1,NA,M,123
2016,4,1,NA,F,7
2016,4,1,NA,NA,0
2016,5,0,10,M,0
2016,5,0,10,F,0
2016,5,0,10,NA,0
2016,5,0,20,M,0
2016,5,0,20,F,0
2016,5,0,20,NA,0
2016,5,0,30,M,0
2016,5,0,30,F,0
2016,5,0,30,NA,0
2016,5,0,40,M,0
2016,5,0,40,F,0
2016,5,0,40,NA,0
2016,5,0,50,M,0
2016,5,0,50,F,0
2016,5,0,50,NA,0
2016,5,0,60,M,0
2016,5,0,60,F,0
2016,5,0,60,NA,0
2016,5,0,70,M,0
2016,5,0,70,F,0
2016,5,0,70,NA,0
2016,5,0,>70,M,0
2016,5,0,>70,F,0
2016,5,0,>70,NA,0
2016,5,0,NA,M,0
2016,5,0,NA,F,0
2016,5,0,NA,NA,160014
2016,5,1,10,M,0
2016,5,1,10,F,0
2016,5,1,10,NA,0
2016,5,1,20,M,5447
2016,5,1,20,F,1132
2016,5,1,20,NA,35
2016,5,1,30,M,184297
2016,5,1,30,F,73272
2016,5,1,30,NA,284
2016,5,1,40,M,264286
2016,5,1,40,F,85183
2016,5,1,40,NA,1015
2016,5,1,50,M,174234
2016,5,1,50,F,44892
2016,5,1,50,NA,617
2016,5,1,60,M,111489
2016,5,1,60,F,34560
2016,5,1,60,NA,283
2016,5,1,70,M,39103
2016,5,1,70,F,9784
2016,5,1,70,NA,101
2016,5,1,>70,M,4656
2016,5,1,>70,F,998
2016,5,1,>70,NA,106
2016,5,1,NA,M,211
2016,5,1,NA,F,26
2016,5,1,NA,NA,16255
2016,6,0,10,M,0
2016,6,0,10,F,0
2016,6,0,10,NA,0
2016,6,0,20,M,0
2016,6,0,20,F,0
2016,6,0,20,NA,0
2016,6,0,30,M,0
2016,6,0,30,F,0
2016,6,0,30,NA,0
2016,6,0,40,M,0
2016,6,0,40,F,0
2016,6,0,40,NA,0
2016,6,0,50,M,0
2016,6,0,50,F,0
2016,6,0,50,NA,0
2016,6,0,60,M,0
2016,6,0,60,F,0
2016,6,0,60,NA,0
2016,6,0,70,M,0
2016,6,0,70,F,0
2016,6,0,70,NA,0
2016,6,0,>70,M,0
2016,6,0,>70,F,0
2016,6,0,>70,NA,0
2016,6,0,NA,M,0
2016,6,0,NA,F,0
2016,6,0,NA,NA,156832
2016,6,1,10,M,0
2016,6,1,10,F,0
2016,6,1,10,NA,0
2016,6,1,20,M,6787
2016,6,1,20,F,1820
2016,6,1,20,NA,42
2016,6,1,30,M,226210
2016,6,1,30,F,95556
2016,6,1,30,NA,338
2016,6,1,40,M,324323
2016,6,1,40,F,108366
2016,6,1,40,NA,1192
2016,6,1,50,M,207410
2016,6,1,50,F,55143
2016,6,1,50,NA,920
2016,6,1,60,M,130350
2016,6,1,60,F,41162
2016,6,1,60,NA,412
2016,6,1,70,M,46658
2016,6,1,70,F,11510
2016,6,1,70,NA,106
2016,6,1,>70,M,5522
2016,6,1,>70,F,993
2016,6,1,>70,NA,102
2016,6,1,NA,M,204
2016,6,1,NA,F,68
2016,6,1,NA,NA,38292
2016,7,0,10,M,0
2016,7,0,10,F,0
2016,7,0,10,NA,0
2016,7,0,20,M,0
2016,7,0,20,F,0
2016,7,0,20,NA,0
2016,7,0,30,M,0
2016,7,0,30,F,0
2016,7,0,30,NA,0
2016,7,0,40,M,0
2016,7,0,40,F,0
2016,7,0,40,NA,0
2016,7,0,50,M,0
2016,7,0,50,F,0
2016,7,0,50,NA,0
2016,7,0,60,M,0
2016,7,0,60,F,0
2016,7,0,60,NA,0
2016,7,0,70,M,0
2016,7,0,70,F,0
2016,7,0,70,NA,0
2016,7,0,>70,M,0
2016,7,0,>70,F,0
2016,7,0,>70,NA,0
2016,7,0,NA,M,0
2016,7,0,NA,F,0
2016,7,0,NA,NA,201891
2016,7,1,10,M,0
2016,7,1,10,F,0
2016,7,1,10,NA,0
2016,7,1,20,M,6397
2016,7,1,20,F,2085
2016,7,1,20,NA,60
2016,7,1,30,M,223971
2016,7,1,30,F,95967
2016,7,1,30,NA,341
2016,7,1,40,M,301910
2016,7,1,40,F,103603
2016,7,1,40,NA,1241
2016,7,1,50,M,181876
2016,7,1,50,F,47510
2016,7,1,50,NA,860
2016,7,1,60,M,113658
2016,7,1,60,F,35345
2016,7,1,60,NA,456
2016,7,1,70,M,41994
2016,7,1,70,F,10573
2016,7,1,70,NA,85
2016,7,1,>70,M,4828
2016,7,1,>70,F,849
2016,7,1,>70,NA,127
2016,7,1,NA,M,201
2016,7,1,NA,F,66
2016,7,1,NA,NA,4216
2016,8,0,10,M,0
2016,8,0,10,F,0
2016,8,0,10,NA,0
2016,8,0,20,M,0
2016,8,0,20,F,0
2016,8,0,20,NA,0
2016,8,0,30,M,0
2016,8,0,30,F,0
2016,8,0,30,NA,0
2016,8,0,40,M,0
2016,8,0,40,F,0
2016,8,0,40,NA,0
2016,8,0,50,M,0
2016,8,0,50,F,0
2016,8,0,50,NA,0
2016,8,0,60,M,0
2016,8,0,60,F,0
2016,8,0,60,NA,0
2016,8,0,70,M,0
2016,8,0,70,F,0
2016,8,0,70,NA,0
2016,8,0,>70,M,0
2016,8,0,>70,F,0
2016,8,0,>70,NA,0
2016,8,0,NA,M,0
2016,8,0,NA,F,0
2016,8,0,NA,NA,218240
2016,8,1,10,M,0
2016,8,1,10,F,0
2016,8,1,10,NA,0
2016,8,1,20,M,6479
2016,8,1,20,F,1945
2016,8,1,20,NA,47
2016,8,1,30,M,261828
2016,8,1,30,F,110772
2016,8,1,30,NA,629
2016,8,1,40,M,345611
2016,8,1,40,F,117728
2016,8,1,40,NA,1520
2016,8,1,50,M,201243
2016,8,1,50,F,53038
2016,8,1,50,NA,923
2016,8,1,60,M,126374
2016,8,1,60,F,39401
2016,8,1,60,NA,602
2016,8,1,70,M,45606
2016,8,1,70,F,11190
2016,8,1,70,NA,103
2016,8,1,>70,M,5372
2016,8,1,>70,F,1043
2016,8,1,>70,NA,123
2016,8,1,NA,M,264
2016,8,1,NA,F,76
2016,8,1,NA,NA,7506
2016,9,0,10,M,0
2016,9,0,10,F,0
2016,9,0,10,NA,0
2016,9,0,20,M,0
2016,9,0,20,F,0
2016,9,0,20,NA,0
2016,9,0,30,M,0
2016,9,0,30,F,0
2016,9,0,30,NA,0
2016,9,0,40,M,0
2016,9,0,40,F,0
2016,9,0,40,NA,0
2016,9,0,50,M,0
2016,9,0,50,F,0
2016,9,0,50,NA,0
2016,9,0,60,M,0
2016,9,0,60,F,0
2016,9,0,60,NA,0
2016,9,0,70,M,0
2016,9,0,70,F,0
2016,9,0,70,NA,0
2016,9,0,>70,M,0
2016,9,0,>70,F,0
2016,9,0,>70,NA,0
2016,9,0,NA,M,0
2016,9,0,NA,F,0
2016,9,0,NA,NA,221217
2016,9,1,10,M,0
2016,9,1,10,F,0
2016,9,1,10,NA,0
2016,9,1,20,M,10445
2016,9,1,20,F,3021
2016,9,1,20,NA,73
2016,9,1,30,M,273823
2016,9,1,30,F,119898
2016,9,1,30,NA,895
2016,9,1,40,M,349413
2016,9,1,40,F,120364
2016,9,1,40,NA,1767
2016,9,1,50,M,221124
2016,9,1,50,F,62383
2016,9,1,50,NA,1037
2016,9,1,60,M,137543
2016,9,1,60,F,44764
2016,9,1,60,NA,491
2016,9,1,70,M,47187
2016,9,1,70,F,12334
2016,9,1,70,NA,105
2016,9,1,>70,M,5569
2016,9,1,>70,F,1203
2016,9,1,>70,NA,195
2016,9,1,NA,M,280
2016,9,1,NA,F,64
2016,9,1,NA,NA,13661
2016,10,0,10,M,0
2016,10,0,10,F,0
2016,10,0,10,NA,0
2016,10,0,20,M,0
2016,10,0,20,F,0
2016,10,0,20,NA,0
2016,10,0,30,M,0
2016,10,0,30,F,0
2016,10,0,30,NA,0
2016,10,0,40,M,0
2016,10,0,40,F,0
2016,10,0,40,NA,0
2016,10,0,50,M,0
2016,10,0,50,F,0
2016,10,0,50,NA,0
2016,10,0,60,M,0
2016,10,0,60,F,0
2016,10,0,60,NA,0
2016,10,0,70,M,0
2016,10,0,70,F,0
2016,10,0,70,NA,0
2016,10,0,>70,M,0
2016,10,0,>70,F,0
2016,10,0,>70,NA,0
2016,10,0,NA,M,0
2016,10,0,NA,F,0
2016,10,0,NA,NA,0
2016,10,1,10,M,0
2016,10,1,10,F,0
2016,10,1,10,NA,0
2016,10,1,20,M,0
2016,10,1,20,F,0
2016,10,1,20,NA,0
2016,10,1,30,M,0
2016,10,1,30,F,0
2016,10,1,30,NA,0
2016,10,1,40,M,0
2016,10,1,40,F,0
2016,10,1,40,NA,0
2016,10,1,50,M,0
2016,10,1,50,F,0
2016,10,1,50,NA,0
2016,10,1,60,M,0
2016,10,1,60,F,0
2016,10,1,60,NA,0
2016,10,1,70,M,0
2016,10,1,70,F,0
2016,10,1,70,NA,0
2016,10,1,>70,M,0
2016,10,1,>70,F,0
2016,10,1,>70,NA,0
2016,10,1,NA,M,0
2016,10,1,NA,F,0
2016,10,1,NA,NA,0
2016,11,0,10,M,0
2016,11,0,10,F,0
2016,11,0,10,NA,0
2016,11,0,20,M,0
2016,11,0,20,F,0
2016,11,0,20,NA,0
2016,11,0,30,M,0
2016,11,0,30,F,0
2016,11,0,30,NA,0
2016,11,0,40,M,0
2016,11,0,40,F,0
2016,11,0,40,NA,0
2016,11,0,50,M,0
2016,11,0,50,F,0
2016,11,0,50,NA,0
2016,11,0,60,M,0
2016,11,0,60,F,0
2016,11,0,60,NA,0
2016,11,0,70,M,0
2016,11,0,70,F,0
2016,11,0,70,NA,0
2016,11,0,>70,M,0
2016,11,0,>70,F,0
2016,11,0,>70,NA,0
2016,11,0,NA,M,0
2016,11,0,NA,F,0
2016,11,0,NA,NA,0
2016,11,1,10,M,0
2016,11,1,10,F,0
2016,11,1,10,NA,0
2016,11,1,20,M,0
2016,11,1,20,F,0
2016,11,1,20,NA,0
2016,11,1,30,M,0
2016,11,1,30,F,0
2016,11,1,30,NA,0
2016,11,1,40,M,0
2016,11,1,40,F,0
2016,11,1,40,NA,0
2016,11,1,50,M,0
2016,11,1,50,F,0
2016,11,1,50,NA,0
2016,11,1,60,M,0
2016,11,1,60,F,0
2016,11,1,60,NA,0
2016,11,1,70,M,0
2016,11,1,70,F,0
2016,11,1,70,NA,0
2016,11,1,>70,M,0
2016,11,1,>70,F,0
2016,11,1,>70,NA,0
2016,11,1,NA,M,0
2016,11,1,NA,F,0
2016,11,1,NA,NA,0
2016,12,0,10,M,0
2016,12,0,10,F,0
2016,12,0,10,NA,0
2016,12,0,20,M,0
2016,12,0,20,F,0
2016,12,0,20,NA,0
2016,12,0,30,M,0
2016,12,0,30,F,0
2016,12,0,30,NA,0
2016,12,0,40,M,0
2016,12,0,40,F,0
2016,12,0,40,NA,0
2016,12,0,50,M,0
2016,12,0,50,F,0
2016,12,0,50,NA,0
2016,12,0,60,M,0
2016,12,0,60,F,0
2016,12,0,60,NA,0
2016,12,0,70,M,0
2016,12,0,70,F,0
2016,12,0,70,NA,0
2016,12,0,>70,M,0
2016,12,0,>70,F,0
2016,12,0,>70,NA,0
2016,12,0,NA,M,0
2016,12,0,NA,F,0
2016,12,0,NA,NA,0
2016,12,1,10,M,0
2016,12,1,10,F,0
2016,12,1,10,NA,0
2016,12,1,20,M,0
2016,12,1,20,F,0
2016,12,1,20,NA,0
2016,12,1,30,M,0
2016,12,1,30,F,0
2016,12,1,30,NA,0
2016,12,1,40,M,0
2016,12,1,40,F,0
2016,12,1,40,NA,0
2016,12,1,50,M,0
2016,12,1,50,F,0
2016,12,1,50,NA,0
2016,12,1,60,M,0
2016,12,1,60,F,0
2016,12,1,60,NA,0
2016,12,1,70,M,0
2016,12,1,70,F,0
2016,12,1,70,NA,0
2016,12,1,>70,M,0
2016,12,1,>70,F,0
2016,12,1,>70,NA,0
2016,12,1,NA,M,0
2016,12,1,NA,F,0
2016,12,1,NA,NA,0
