2013-07,329
2013-08,330
2013-09,330
2013-10,330
2013-11,330
2013-12,329
2014-01,329
2014-02,329
2014-03,331
2014-04,329
2014-05,328
2014-06,328
2014-07,328
2014-08,326
2014-09,328
2014-10,329
2014-11,329
2014-12,330
2015-01,330
2015-02,328
2015-03,328
2015-04,327
2015-05,327
2015-06,326
2015-07,330
2015-08,419
2015-09,453
2015-10,463
2015-11,467
2015-12,471
2016-01,472
2016-02,472
2016-03,473
2016-04,472
2016-05,475
2016-06,475
2016-07,483
2016-08,574
2016-09,616
