id,name,lat,long,nbBikes,nbEmptyDocks,installed,locked,temporary,public
367,11th & S St NW,38.913761,-77.027025,5,18,true,false,false,true
368,S Walter Reed Dr & 8th St S,38.86612,-77.08787,9,6,true,false,false,true
369,2nd & G St NE,38.89967,-77.003666,15,8,true,false,false,true
370,8th & O St NW,38.90864,-77.02277,12,7,true,false,false,true
371,Georgia & Missouri Ave NW,38.961339,-77.027855,7,12,true,false,false,true
373,Oklahoma Ave & D St NE,38.894474,-76.974828,11,8,true,false,false,true
374,Maryland Ave & E St NE,38.896134,-76.9929,6,13,true,false,false,true
375,New York Ave & Hecht Ave NE,38.915604,-76.983683,8,15,true,false,false,true
376,Yuma St & Tenley Circle NW,38.946182,-77.08059,11,8,true,false,false,true
377,Connecticut Ave & Chevy Chase Lake Dr,38.994113,-77.076986,7,8,true,false,false,true
378,Key West Ave & Siesta Key Way,39.105295,-77.194774,8,7,true,false,false,true
379,Lee Hwy & N Woodstock St,38.898301,-77.118009,7,12,true,false,false,true
380,Saint Asaph & Madison St,38.812718,-77.044097,8,7,true,false,false,true
381,King St Metro North / Cameron St,38.80704,-77.059817,11,4,true,false,false,true
382,Madison & N Henry St,38.813485,-77.049468,5,10,true,false,false,true
383,Medical Center Metro ,38.999378,-77.097882,4,15,true,false,false,true
384,Washington Blvd & N Frederick St,38.884829,-77.127671,5,6,true,false,false,true
385,Wisconsin Ave & Ingomar St NW,38.958267,-77.084636,10,9,true,false,false,true
386,16th & Irving St NW,38.928893,-77.03625,4,15,true,false,false,true
387,16th & R St NW,38.912652,-77.036278,6,11,true,false,false,true
388,Lyttonsville Rd & Lyttonsville Pl,38.999679,-77.051168,8,7,true,false,false,true
389,Woodmont Ave & Strathmore St,38.979875,-77.093522,7,4,true,false,false,true
390,14th & L St NW,38.903658,-77.031737,4,15,true,false,false,true
391,1st & O St NW,38.908643,-77.012365,9,6,true,false,false,true
392,South Capitol & Atlantic St SW,38.831516,-77.008133,7,12,true,false,false,true
393,18th & C St NW,38.893511,-77.041544,9,9,true,false,false,true
394,22nd & P ST NW,38.909394,-77.048728,11,7,true,false,false,true
395,East West Hwy & 16th St,38.995681,-77.038721,9,10,true,false,false,true
396,Royal & Wilkes St,38.799267,-77.0447,8,7,true,false,false,true
397,14th & Girard St NW,38.925284,-77.032375,14,8,true,false,false,true
398,Potomac Ave & Main Line Blvd,38.822738,-77.049265,9,10,true,false,false,true
399,11th & O St NW,38.90843,-77.02714,4,15,true,false,false,true
400,10th St & L\'Enfant Plaza SW,38.884377,-77.025791,10,13,true,false,false,true
401,Connecticut Ave & Yuma St NW,38.947156,-77.065115,8,11,true,false,false,true
402,2nd St & Massachusetts Ave NE,38.894972,-77.003135,5,17,true,false,false,true
403,Radford & Osage St,38.828437,-77.086031,14,9,true,false,false,true
404,East Falls Church Metro/Sycamore St & 19th St N,38.884859,-77.155988,10,9,true,false,false,true
405,Kennebec St & 11th St N,38.880992,-77.135271,10,5,true,false,false,true
406,Commonwealth Ave & Oak St,38.812711,-77.061715,7,12,true,false,false,true
407,Commonwealth & E Monroe Ave,38.82005823354218,-77.06282079219818,7,8,true,false,false,true
408,4th St & Madison Dr NW,38.890493,-77.017253,9,10,true,false,false,true
409,Henry Bacon Dr & Lincoln Memorial Circle NW,38.890544,-77.049379,14,4,true,false,false,true
410,17th St & Independence Ave SW,38.888097,-77.038325,2,17,true,false,false,true
411,Franklin & S Washington St,38.798133,-77.0487,8,11,true,false,false,true
412,Mount Vernon Ave & Four Mile Run Park,38.843422,-77.064016,7,8,true,false,false,true
413,New Jersey Ave & L St NW,38.903598,-77.01397,12,11,true,false,false,true
414,Mount Vernon Ave & Bruce St,38.841291,-77.063093,10,5,true,false,false,true
415,Lee Center,38.797557,-77.053766,9,6,true,false,false,true
416,Powhatan St & Bashford Ln,38.818748,-77.047783,8,7,true,false,false,true
417,Potomac & Swann Ave,38.829545,-77.047844,15,4,true,false,false,true
418,14th & Irving St NW,38.928552,-77.032224,21,10,true,false,false,true
419,16th & K St NW,38.90268,-77.035737,10,13,true,false,false,true
420,Wisconsin Ave & Brandywine St NW,38.949813,-77.080217,4,21,true,false,false,true
421,24th & R St NE / National Arboretum,38.91263,-76.971923,12,7,true,false,false,true
422,Division Ave & Foote St NE,38.897407,-76.925907,3,12,true,false,false,true
423,16th & Q St SE / Anacostia HS,38.870695,-76.982359,11,12,true,false,false,true
424,Spring Hill Metro,38.929261,-77.240654,7,8,true,false,false,true
425,Westpark Dr & Leesburg Pike,38.92403,-77.235955,7,4,true,false,false,true
426,Solutions & Greensboro Dr,38.923116,-77.232108,5,6,true,false,false,true
429,Westpark & Jones Branch Dr,38.924437,-77.217664,4,7,true,false,false,true
430,Jones Branch & Westbranch Dr,38.931911,-77.219261,8,5,true,false,false,true
431,Westpark & Park Run Dr,38.928919,-77.225394,5,6,true,false,false,true
432,Tysons West Transit Center,38.932636,-77.231825,6,5,true,false,false,true
434,Town Center Pkwy & Bowman Towne Dr,38.962524,-77.361902,8,6,true,false,false,true
435,Reston Regional Library,38.962095,-77.358815,8,7,true,false,false,true
436,New Dominion Pkwy & Fountain Dr,38.960574,-77.356324,7,8,true,false,false,true
437,Sunset Hills & Old Reston Ave,38.955079,-77.351649,9,6,true,false,false,true
438,Reston Town Center Transit Station,38.957037,-77.359718,10,7,true,false,false,true
439,1st & D St SE,38.884916,-77.005965,8,11,true,false,false,true
440,Reston Station,38.948363,-77.338119,16,19,true,false,false,true
441,Library St & Freedom Dr,38.959633,-77.358741,14,5,true,false,false,true
443,22nd St & Constitution Ave NW,38.892441,-77.048947,4,19,true,false,false,true
444,61st St & Banks Pl NE,38.891805,-76.913563,8,11,true,false,false,true
445,Temporary Rd & Old Reston Ave,38.960084,-77.353414,5,10,true,false,false,true
446,Reston YMCA,38.955314,-77.368416,7,8,true,false,false,true
448,N Lynn St & Fairfax Dr,38.89386,-77.070862,4,11,true,false,false,true
450,Greensboro & International Dr,38.923083,-77.227417,7,4,true,false,false,true
451,Madison & Fairfax St,38.812351,-77.040691,12,3,true,false,false,true
452,Sligo Ave & Carroll Ln,38.990874,-77.016311,6,8,true,false,false,true
